﻿﻿﻿﻿﻿﻿﻿﻿코 드 번 호,제  목,지은이,출판사,대출여부,대출자,장르,상태,기타
905608,트렌드 코리아 2013,김난도,미래의 창,,,경제·경영·자기계발,,
905609,문명의 배꼽 그리스,박경철,리더스북,,,인문·철학,,
905610,유대인 이야기,홍익희,행성B잎새,,,인문·철학,,251028 반납확인
905611,엑셀핵심노하우배우기,"김종학,이종석",디지털세상의안내자,,,기타,,251028 확인
905612,액세스 2007 무작정따라하기,이종석,길벗,,,기타,,
905613,feel 감정평가 및 보상법규,조현,윌비스,,,기타,분실/확인불가,
905614,토지수용 및 손실보상 소송,"최찬욱, 송현진",진원사,,,사회·정치·행정,분실/확인불가,
905615,지금 당장 경영전략 공부하라,김남국,한빛비즈,,,경제·경영·자기계발,,2016-01-25
905616,기획 실무 노트,조철선,전략시티,,,경제·경영·자기계발,,2016-01-25
905617,경영전략기획 실무 강의노트,임채완,경제서적,,,경제·경영·자기계발,,2016-01-25
905618,차별화로 핵심역량을 높이는 경영전략,마이클 포터 외,매일경제신문사,,,경제·경영·자기계발,,2016-01-25
905619,지방자치단체의 브랜드 경영전략,전승권,펴냄출판사,,,사회·정치·행정,,2016-01-25
905620,새로 쓴 소프트웨어 공학,최은만,정익사,,,과학·기술·공학,,2016-03-07
905621,데이타베이스 시스템,이석호,정익사,,,과학·기술·공학,,2016-03-07
905622,오라클로 배우는 데이터베이스 개론과 실습,"박우창,남송휘,이현룡 등",한빛아카데미,,,과학·기술·공학,,2016-04-11
905623,만화 공인중개사 1차,이용훈,영상출판미디어,,,기타,,2016-04-11
905624,"만화 공인중개사 1차,2차 전과목 문제풀이집",이용훈,영상출판미디어,,,기타,,2016-04-11
905625,2016시나공 컴퓨터활용능력 2급 실기,길벗알앤디,길벗,,,기타,,2016-04-11
905626,2016시나공 컴퓨터활용능력 2급 실기 문제집,길벗알앤디,길,,,기타,,2016-04-11
905627,2016 전기·정보통신 품셈,건설연구원,건설연구원,,,과학·기술·공학,,2016-05-11
905628,재난 및 안전관리 기본법 해설과 실무,지배현,사마출판,,,사회·정치·행정,,2016-05-11
905629,CS Leaders 관리사 단기완성,CS리더스 관리연구소,시대고시기획,,,기타,,2016-09-12
905630,법무법인 강산이 알려주는 환지수용보상 도시개발법,"김은유,임승택,김태원",채움,,,사회·정치·행정,미반납,2016-10-10
905631,균형성과관리지표 BSC,"로버트s.캐플린,데이비드p.노튼",한언,,,사회·정치·행정,,251028 확인/ 2016-11-07
905632,BSC실천메뉴얼,"김희경,성은숙",시그마인사이트,,,사회·정치·행정,,2016-11-07
905633,2017 전기·정보통신품셈,,㈜건설연구사,,,과학·기술·공학,,251028 반납확인/ 2017-02-06
905634,2017년 건설표준품셈,전인식,㈜건설연구사,,,과학·기술·공학,미반납,2017-02-06
905635,어업보상실무,서상복 외 3,부연사,,,사회·정치·행정,미반납,2017-02-09
1305615,화랑세기,김대문,소나무,,,문학·소설,,
1305616,드림온,김미경,샘앤파커스,,,경제·경영·자기계발,분실/확인불가,
1305617,물의미래,에릭 오르세나,김영사,,,사회·정치·행정,,
1305618,스노우맨,요 네스뵈,비채,,,문학·소설,,
1305619,7번국도 Revisited,김연수,문학동네,,,문학·소설,,
1305620,지지않는다는 말,김연수,마음의숲,,,문학·소설,,
1305621,우리들의현대침묵사,"정길화, 김환균",해냄출판사,,,사회·정치·행정,,
1305622,파이이야기,얀마텔,얀 마텔,,,문학·소설,,
1305623,꾸빼씨의 행복여행,프랑수아 를로르,오래된 미래,,,문학·소설,,
1305624,구암 허준,이재운,책이있는마을,,,문학·소설,,
1305625,365 매일 읽는 긍정의 한 줄,린다 피콘,책이있는풍경,,,문학·소설,,
1305626,역사 e,EBS 역사채널,북스하우스,,,역사·지리·인물,,
1305627,하워드의 선물,에릭 시노웨이,위즈덤 하우스,,,문학·소설,,
1305628,시옷의 세계,김소연,마음산책,,,문학·소설,분실/확인불가,
1305629,지금힘들다면 잘하고 있는 것이다,전옥표,중앙북스,,,경제·경영·자기계발,,
1305630,잠깐 멈춤,고도원,해냄출판사,,,문학·소설,,
1305631,도르와 함께한 인생여행,미치앨봄,21세기북스,,,문학·소설,,
1305632,천 개의 찬란한 태양,할레드 호세이니,현대문학,,,문학·소설,,
1305633,생각대로 살지 않으면 사는대로 생각하게 된다,은지성,황소북스,,,문학·소설,,
1305634,생각이 너무 많은 여자,수잔 놀렌혹스마,지식너머,,,경제·경영·자기계발,,
1305635,글쓰기 공작소,이만교,그린비,,,문학·소설,,
1305636,메라비언 법칙,허은아,위즈덤하우스,,,경제·경영·자기계발,,
1305637,레미제라블1,빅또르위고,펭귄클레식코리아,,,문학·소설,,
1305638,레미제라블2,빅또르위고,펭귄클레식코리아,,,문학·소설,,
1305639,레미제라블3,빅또르위고,펭귄클레식코리아,,,문학·소설,,
1305640,레미제라블4,빅또르위고,펭귄클레식코리아,,,문학·소설,,
1305641,레미제라블5,빅또르위고,펭귄클레식코리아,,,문학·소설,,
1305642,풍선,정이현,마음산책,,,문학·소설,,
1305643,작별,정이현,마음산책,,,문학·소설,,
1305644,건지 감자껍질파이 북클럽,메리 앤 새퍼,이덴슬리벨,,,문학·소설,,
1305645,달에게 들려주고싶은이야기,신경숙,문학동네,,,문학·소설,,
1305646,무슨일이 잇어났는지 아무도,김영하,문학동네,,,문학·소설,,
1305647,건설산업기본법,원기술,원기술,,,사회·정치·행정,부서보관,산업물류팀 보관중
1305648,표준적산2013,대한건설정보,대한건설정보,,,과학·기술·공학,부서보관,
1305649,2013 건설품셈,,㈜건설연구사,,,과학·기술·공학,부서보관,
1305650,2013 건설기술관리법령집,한국정책연구원편,건설정보사,,,사회·정치·행정,부서보관,
1305651,2013 건설기술관리법령집,한국정책연구원편,건설정보사,,,사회·정치·행정,부서보관,
1305652,2013 건설산업기본법,남진권,도서출판 금호,,,사회·정치·행정,부서보관,폐기
1305653,생각대로 살지 않으면 사는대로 생각하게 된다2,은지성,황소북스,,,문학·소설,,
1305654,할,최인호,여백,,,문학·소설,,
1305655,위대한 개츠비,F.스콧 피츠제럴드,문학동네,,,문학·소설,,
1305656,배를엮다,미우라 시온,은행나무,,,문학·소설,,
1305657,서른살의 집,노석미,마음산책,,,문학·소설,,
1305658,노인을 위한 나라는 없다,코맥 매카시,올,,,문학·소설,,
1305659,삶은 속도가 아니라 방향이다,"수영,전성민",루이앤휴잇,,,문학·소설,,
1305660,젊은부자,박종기,청림출판,,,경제·경영·자기계발,,
1305661,고우영 삼국지1,고우영,애니북스,,,문학·소설,,
1305662,고우영 삼국지2,고우영,애니북스,,,문학·소설,,
1305663,고우영 삼국지3,고우영,애니북스,,,문학·소설,,
1305664,고우영 삼국지4,고우영,애니북스,,,문학·소설,,
1305665,고우영 삼국지5,고우영,애니북스,,,문학·소설,,
1305666,고우영 삼국지6,고우영,애니북스,,,문학·소설,,
1305667,고우영 삼국지7,고우영,애니북스,,,문학·소설,,
1305668,고우영 삼국지8,고우영,애니북스,,,문학·소설,,
1305669,고우영 삼국지9,고우영,애니북스,,,문학·소설,,
1305670,고우영 삼국지10,고우영,애니북스,,,문학·소설,,
1305671,공사감독 핸드북(건축),LH,건설도서,,,과학·기술·공학,부서보관,
1305672,공사감독 핸드북(토목),LH,건설도서,,,과학·기술·공학,부서보관,도시개발팀 보관중
1305673,공사감독 핸드북(기계),LH,건설도서,,,과학·기술·공학,,
1305674,"공사감독 핸드북(전기, 통신)",LH,건설도서,,,과학·기술·공학,부서보관,
1305675,공사감독 핸드북(조경),LH,건설도서,,,과학·기술·공학,,251028 확인
1305676,영국사,앙드레모루아,김영사,,,역사·지리·인물,,
1305677,28,정유정,은행나무,,,문학·소설,,
1305678,세계를 뒤흔든 경제 대통령들,일반,삼성경제연구소,,,사회·정치·행정,,
1305679,린인,셰릴 샌드버그,와이즈베리,,,경제·경영·자기계발,㈜그린주의,
1305680,콘텐츠로 세상을 지배하라,전진국,샘앤파커스,,,경제·경영·자기계발,,
1305681,이케아 불편을 팔다,뤼디거융블루트,미래의 창,,,경제·경영·자기계발,,
1305682,지방공기업론,"안용식,원구환",대영문화사,,,사회·정치·행정,,
1305683,경영분석 및 원가계산실무,"이병길, 윤관호",어울림,,,경제·경영·자기계발,,
1305684,걸어서 에덴까지,유안진,문예중앙,,,문학·소설,,
1305685,숲속의 방,강석경,민음사,,,문학·소설,,
1305686,신성한 봄,강석경,민음사,,,문학·소설,,
1305687,내 심장을 쏴라,정유정,은행나무,,,문학·소설,,
1305688,죽은 왕녀를 위한 파반느,박민규,예담,,,문학·소설,,
1305689,정글만리1,조정래,해냄출판사,,,문학·소설,분실/확인불가,
1305690,정글만리2,조정래,해냄출판사,,,문학·소설,분실/확인불가,
1305691,정글만리3,조정래,해냄출판사,,,문학·소설,분실/확인불가,
1305692,자기앞의 생,에밀 아자르,문학동네,,,문학·소설,,
1305693,인생수업,법륜,휴,,,문학·소설,,251028 확인
1305694,이중섭 편지와 그림들,이중섭,다빈치,,,예술·문화·디자인,,
1305695,한국의 불교,임혜봉,민족사,,,인문·철학,분실/확인불가,
1305696,통도유사,조용헌,알에이치코리아,,,인문·철학,분실/확인불가,
1305697,공공계약 법규 및 실무,강인옥,광문각,,,사회·정치·행정,,2014-02-18
1305698,끝도 없는 일 깔끔하게 해치우기,데이비드 알렌,21세기북스,,,경제·경영·자기계발,,2014-02-18
1305699,너는 나에게 상처를 줄 수 없다,배르벨 바르데츠키,걷는나무,,,경제·경영·자기계발,,2014-02-18
1305700,너는 눈부시지만 나는 눈물겹다,이정하,푸른숲,,,문학·소설,,2014-02-18
1305701,노트르담 드 파리,빅토르 위고,동서문화사,,,문학·소설,,2014-02-18
1305702,백년의 고독1,가브리엘 가르시아 마르케스,민음사,,,문학·소설,,2014-02-18
1305703,백년의 고독2,가브리엘 가르시아 마르케스,민음사,,,문학·소설,,2014-02-18
1305704,에버노트 분투기,삼정,s비즈북스,,,경제·경영·자기계발,,2014-02-18
1305705,헝거게임1,수잔 콜린스,북폴리오,,,문학·소설,,2014-02-18
1305706,헝거게임2,수잔 콜린스,북폴리오,,,문학·소설,,2014-02-18
1305707,헝거게임3,수잔 콜린스,북폴리오,,,문학·소설,,2014-02-18
1305708,2014보도사진연감,한국사진기자협회,-,,,예술·문화·디자인,,2014-03-11
1305709,2014보도사진연감,한국사진기자협회,-,,,예술·문화·디자인,,2014-03-11
1305710,개(내 가난한 발바닥의 기록),김훈,푸른숲,,,문학·소설,,2014-04-07
1305711,달콤 쌉싸름한 초콜릿,라우라 에스키벨,민음사,,,문학·소설,,2014-04-07
1305712,스페인은 건축이다,김희곤,오브제,,,예술·문화·디자인,,2014-04-07
1305713,실속대화법,이정숙,더난출판사,,,경제·경영·자기계발,,2014-04-07
1305714,여덟단어,박웅현,북하우스,,,문학·소설,,2014-04-07
1305715,왜공부하는가,김진애,다산북스,,,경제·경영·자기계발,분실/확인불가,2014-04-07
1305716,조선왕조사,이성무,수막새,,,역사·지리·인물,,2014-04-07
1305717,포커스,대니얼 골먼,리더스북,,,경제·경영·자기계발,,2014-04-07
1305718,공항에서 일주일을,알랭드보통,청미래,,,문학·소설,,2014-05-15
1305719,히말라야 환상방황,정유정,은행나무,,,문학·소설,,2014-05-15
1305720,대통령의 글쓰기,강원국,메디치미디어,,,문학·소설,,2014-05-15
1305721,젤롯,레자 아슬란,와이즈베리,,,인문·철학,,2014-05-15
1305722,슬럼독 밀리어네어,비카스 스와루프,문학동네,,,문학·소설,,2014-05-15
1305723,꽃피는 고래,김형경,창비,,,문학·소설,,2014-05-15
1305724,헬프1,캐스린 스토킷,문학동네,,,문학·소설,,2014-05-15
1305725,헬프2,캐스린 스토킷,문학동네,,,문학·소설,,2014-05-15
1305726,미술관 옆 인문학,박홍순,서해문집,,,인문·철학,,2014-05-15
1305727,김약국의 딸들,박경리,마로니에북스,,,문학·소설,,2014-06-09
1305728,나의 아름다운 정원,심윤경,한겨레출판사,,,문학·소설,,2014-06-09
1305729,꿈꾸는 책들의 도시,발터 뫼르스,들녘,,,문학·소설,분실/확인불가,2014-06-09
1305730,이케아세대 그들의 역습이 시작되었다,전영수,중앙북스,,,사회·정치·행정,,2014-06-09
1305731,신도 버린 사람들,나렌드라 자다브,김영사,,,사회·정치·행정,,2014-06-09
1305732,작은 도시 큰 기업,모종린,알에이치 코리아,,,경제·경영·자기계발,,2014-06-09
1305733,내가 사랑한 유럽 TOP10,정여울,홍익출판사,,,문학·소설,,2014-06-09
1305734,월급쟁이 부자들,이명로,스마트북스,,,경제·경영·자기계발,,2014-06-09
1305735,미 비포 유,조조 모예스,살림,,,문학·소설,,2014-06-09
1305736,비구니 승가대학의 역사와 문화,조계종교육원 불학연구소,조계종출판사,,,인문·철학,분실/확인불가,2014-06-09
